1,15
2,15
3,15
4,15
5,15
6,15
7,15
8,15
9,15
10,15
11,14
12,14
13,14
14,14
15,14
16,14
17,14
18,14
19,14
20,14
21,13
22,13
23,13
24,13
25,13
26,13
27,13
28,13
29,13
30,13
31,12
32,12
33,12
34,12
35,12
36,12
37,12
38,12
39,12
40,12
41,11
42,11
43,11
44,11
45,11
46,11
47,11
48,11
49,11
50,11
51,10
52,10
53,10
54,10
55,10
56,10
57,10
58,10
59,10
60,10
61,9
62,9
63,9
64,9
65,9
66,9
67,9
68,9
69,9
70,9
71,8
72,8
73,8
74,8
75,8
76,8
77,8
78,8
79,8
80,8
81,7
82,7
83,7
84,7
85,7
86,7
87,7
88,7
89,7
90,7
91,6
92,6
93,6
94,6
95,6
96,6
97,6
98,6
99,6
100,6
101,5
102,5
103,5
104,5
105,5
106,5
107,5
108,5
109,5
110,5
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,4
119,4
120,4
121,3
122,3
123,3
124,3
125,3
126,3
127,3
128,3
129,3
130,3
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
